Ablation,Threshold,AUROC,F1,Precision,Recall
NoAttention,22.654084382414748,0.8881137093415612,0.14012738853503184,0.08352315869400152,0.43478260869565216
NoPositionalEncoding,9.022789301984401,0.9423881275894266,0.0877846790890269,0.04902867715078631,0.4189723320158103
